1rbaka1r1/9/1cn1b1nc1/p1p1p3p/6p2/9/P1P1P1P1P/2N1CCN2/9/1RBAKABR1 w,0.0025545598,5087
1rbaka1r1/9/1cn1b1nc1/p1p1p3p/6p2/2P6/P3P1P1P/2N1CCN2/9/1RBAKABR1 b,-0.0021600605,1765
1rbaka1r1/9/2n1b1nc1/p1p1p3p/6p2/2P6/Pc2P1P1P/2N1CCN2/9/1RBAKABR1 w,0.004761744,5898
1rbaka1r1/9/2n1b1nc1/p1p1p3p/6p2/2PN5/Pc2P1P1P/4CCN2/9/1RBAKABR1 b,-0.0064655663,2311
1rbaka1r1/9/2n1b1n2/p1p1p3p/6p2/2PN5/Pc2P1PcP/4CCN2/9/1RBAKABR1 w,0.007826424,6143
1rbaka1r1/9/2n1bCn2/p1p1p3p/6p2/2PN5/Pc2P1PcP/4C1N2/9/1RBAKABR1 b,-0.008279967,1986
1rbakabr1/9/2n2Cn2/p1p1p3p/6p2/2PN5/Pc2P1PcP/4C1N2/9/1RBAKABR1 w,0.016400337,4351
1rbakabr1/9/2n2Cn2/p1p1N3p/6p2/2P6/Pc2P1PcP/4C1N2/9/1RBAKABR1 b,-0.0047813295,1831
1rbakabr1/9/5Cn2/p1p1n3p/6p2/2P6/Pc2P1PcP/4C1N2/9/1RBAKABR1 w,0.005069304,6061
1rbakabr1/9/5Cn2/p1p1C3p/6p2/2P6/Pc2P1PcP/6N2/9/1RBAKABR1 b,0.009471846,109
2bakabr1/9/1r3Cn2/p1p1C3p/6p2/2P6/Pc2P1PcP/6N2/9/1RBAKABR1 w,0.0022862197,2839
2bakabr1/9/1r3Cn2/p1p5p/6p2/2P1C4/Pc2P1PcP/6N2/9/1RBAKABR1 b,0.0016278028,1733
2bakabr1/9/5rn2/p1p5p/6p2/2P1C4/Pc2P1PcP/6N2/9/1RBAKABR1 w,0.009669972,7435
2bakabr1/9/5rn2/p1p5p/6p2/2P1C4/PR2P1PcP/6N2/9/2BAKABR1 b,-0.007159114,2129
2bakabr1/9/6n2/p1p5p/6p2/2P1C4/PR2PrPcP/6N2/9/2BAKABR1 w,0.014378118,4987
2bakabr1/9/6n2/p1p5p/1R4p2/2P1C4/P3PrPcP/6N2/9/2BAKABR1 b,-0.0042925,2201
2bakabr1/9/9/p1p5p/1R3np2/2P1C4/P3PrPcP/6N2/9/2BAKABR1 w,0.022646738,7897
2bakabr1/9/9/p1p5p/1R3np2/2P1C4/P3PrPcP/4B1N2/9/2BAKA1R1 b,-0.009503794,3748
2bakabr1/9/9/p1p5p/1R4p2/2P1C4/P3nrPcP/4B1N2/9/2BAKA1R1 w,0.026210833,7816
2bakabr1/9/9/p1p5p/1R4p2/2P1C4/P3nrPcP/4B1N2/4A4/2BAK2R1 b,-0.010063398,5370
2bakabr1/9/9/p1p5p/1R4p2/2P1C4/P3n1rcP/4B1N2/4A4/2BAK2R1 w,0.012344337,3370
2bakabr1/9/9/p1p5p/4R1p2/2P1C4/P3n1rcP/4B1N2/4A4/2BAK2R1 b,-0.01050551,562
2baka1r1/9/4b4/p1p5p/4R1p2/2P1C4/P3n1rcP/4B1N2/4A4/2BAK2R1 w,0.01412282,6268
2baka1r1/9/4b4/p1p5p/4R1p2/2P1C4/P3N1rcP/4B4/4A4/2BAK2R1 b,-0.005575025,5458
2baka1r1/9/4b4/p1p5p/4R1p2/2P1C4/P3r2cP/4B4/4A4/2BAK2R1 w,0.01857226,3622
2baka1r1/9/4R4/p1p5p/6p2/2P1C4/P3r2cP/4B4/4A4/2BAK2R1 b,-0.04131011,463
2bak2r1/4a4/4R4/p1p5p/6p2/2P1C4/P3r2cP/4B4/4A4/2BAK2R1 w,0.119065024,2005
2bak2r1/4a4/7R1/p1p5p/6p2/2P1C4/P3r2cP/4B4/4A4/2BAK2R1 b,-0.11673949,1175
2baka1r1/9/7R1/p1p5p/6p2/2P1C4/P3r2cP/4B4/4A4/2BAK2R1 w,0.11605807,2257
2baka1R1/9/9/p1p5p/6p2/2P1C4/P3r2cP/4B4/4A4/2BAK2R1 b,-0.10884321,5544
2baka1R1/9/9/p1p5p/6p2/2P1C4/c3r3P/4B4/4A4/2BAK2R1 w,0.119735144,4460
2baka1R1/9/9/p1p5p/6p2/2P2C3/c3r3P/4B4/4A4/2BAK2R1 b,-0.11000202,3831
2baka1R1/9/9/p1p5p/9/2P2Cp2/c3r3P/4B4/4A4/2BAK2R1 w,0.11757898,6081
2baka1R1/9/9/p1p5p/9/2P2CB2/c3r3P/9/4A4/2BAK2R1 b,-0.110238336,4941
2baka1R1/9/9/p1p5p/9/2P2CB2/4r3P/9/4A4/c1BAK2R1 w,0.10553012,4568
2baka1R1/9/9/p1p5p/9/2P3B2/4r3P/5C3/4A4/c1BAK2R1 b,-0.049892247,5296
2baka1R1/9/9/p1p5p/9/2P3B2/8P/5C3/4r4/c1BAK2R1 w,0.054496814,7736
2baka1R1/9/9/p1p5p/9/2P3B2/8P/5C3/4r4/c1BA1K1R1 b,-0.041592587,6915
2baka1R1/9/9/p1p5p/9/2P3B2/8P/5C3/3r5/c1BA1K1R1 w,0.040593505,6187
2baka1R1/9/9/p1p5p/9/2P3B2/8P/4C4/3r5/c1BA1K1R1 b,-0.011653281,6834
2baka1R1/9/9/p1p5p/9/2P3B2/8P/4C4/9/c1Br1K1R1 w,0.02000773,7817
2baka1R1/9/9/p1p5p/9/2P3B2/8P/4C4/5K3/c1Br3R1 b,-0.0053185704,7648
2baka1R1/9/9/p1p5p/9/2P3B2/8P/4C4/5K3/c1B4r1 w,0.021625256,718
2baka3/9/9/p1p5p/9/2P3B2/8P/4C4/5K3/c1B4R1 b,-0.0028571964,7378
2baka3/9/9/p1p5p/9/2P3B2/8P/4C4/5K3/2B4c1 w,0.004557443,6101
2baka3/9/9/p1p5p/9/2P3B2/8P/8C/5K3/2B4c1 b,0.0059760096,7972
2baka3/9/9/p1p5p/9/2P3Bc1/8P/8C/5K3/2B6 w,-0.001140976,6425
2baka3/9/9/p1p5C/9/2P3Bc1/8P/9/5K3/2B6 b,0.0056143044,4727
2baka3/9/9/p1p5C/9/2c3B2/8P/9/5K3/2B6 w,-0.0027240396,4657
2baka3/9/9/p1p5C/9/2c6/8P/4B4/5K3/2B6 b,0.010325265,4276
2baka3/9/9/p1p5C/9/1c7/8P/4B4/5K3/2B6 w,-0.0035936236,3177
2baka3/9/9/C1p6/9/1c7/8P/4B4/5K3/2B6 b,0.0058576823,2648
2baka3/9/9/C8/2p6/1c7/8P/4B4/5K3/2B6 w,-0.002846563,2461
2baka3/9/9/4C4/2p6/1c7/8P/4B4/5K3/2B6 b,0.0068711042,373
2ba1a3/4k4/9/4C4/2p6/1c7/8P/4B4/5K3/2B6 w,-0.0061539053,2848
2ba1a3/4k4/9/9/2p6/1c7/4C3P/4B4/5K3/2B6 b,0.011923528,4195
2ba1a3/4k4/9/9/2p6/9/1c2C3P/4B4/5K3/2B6 w,-0.0024407029,5281
2ba1a3/4k4/9/9/2p6/9/1c5CP/4B4/5K3/2B6 b,0.00854559,198
3a1a3/4k4/b8/9/2p6/9/1c5CP/4B4/5K3/2B6 w,-0.0023819448,5533
